hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
MYH10,7568,actomyosin structure organization,GO:0031032,biological process,31,10,5.370e-02,3.342e-02,2.092e-02,8.276e-01,1.408e-02,5.015e-02,5.751e-02,2.962e-02,3.772e-02,1.716e-02,2.551e-02
MYH10,7568,ATPase activity,GO:0016887,molecular function,31,25,5.380e-02,3.297e-02,2.115e-02,8.249e-01,6.899e-03,5.007e-02,5.780e-02,2.911e-02,3.734e-02,1.920e-02,2.330e-02
MYH10,7568,microfilament motor activity,GO:0000146,molecular function,31,8,5.415e-02,3.297e-02,2.085e-02,8.274e-01,1.065e-02,4.977e-02,5.892e-02,2.911e-02,3.734e-02,1.792e-02,2.425e-02
MYH10,7568,ADP binding,GO:0043531,molecular function,31,3,5.417e-02,3.297e-02,2.057e-02,8.301e-01,1.583e-02,4.975e-02,5.899e-02,2.911e-02,3.734e-02,1.644e-02,2.573e-02
MYH10,7568,extracellular exosome,GO:0070062,cellular component,31,24,5.428e-02,3.423e-02,2.461e-02,8.001e-01,8.511e-03,4.966e-02,5.933e-02,3.177e-02,3.689e-02,2.175e-02,2.784e-02
MYH10,7568,positive regulation of protein secretion,GO:0050714,biological process,31,15,5.469e-02,3.331e-02,1.829e-02,8.455e-01,2.990e-02,4.931e-02,6.066e-02,2.889e-02,3.841e-02,1.142e-02,2.929e-02
MYH10,7568,mitotic cytokinesis,GO:0000281,biological process,31,5,5.560e-02,3.643e-02,2.880e-02,7.753e-01,1.746e-02,4.971e-02,6.218e-02,2.946e-02,4.506e-02,2.199e-02,3.771e-02
MYH10,7568,cytosol,GO:0005829,cellular component,31,19,5.639e-02,3.843e-02,3.236e-02,7.571e-01,9.158e-03,5.055e-02,6.290e-02,3.426e-02,4.311e-02,2.795e-02,3.745e-02
MYH10,7568,cytoplasm,GO:0005737,cellular component,31,25,5.671e-02,3.858e-02,3.267e-02,7.554e-01,8.877e-04,5.301e-02,6.066e-02,3.641e-02,4.088e-02,3.221e-02,3.313e-02
MYH10,7568,polysome,GO:0005844,cellular component,31,2,6.108e-02,4.023e-02,2.320e-02,8.106e-01,5.853e-02,4.803e-02,7.769e-02,2.599e-02,6.227e-02,9.100e-03,5.916e-02
MYH10,7568,nucleus,GO:0005634,cellular component,31,31,6.895e-02,5.212e-02,4.861e-02,6.975e-01,1.361e-02,5.813e-02,8.179e-02,4.275e-02,6.354e-02,3.883e-02,6.085e-02
MYH10,7568,myosin II complex,GO:0016460,cellular component,31,3,6.991e-02,5.158e-02,4.879e-02,6.970e-01,2.407e-02,5.451e-02,8.965e-02,3.618e-02,7.354e-02,3.279e-02,7.262e-02
MYH10,7568,protein binding,GO:0005515,molecular function,31,180,7.767e-02,6.064e-02,5.898e-02,6.694e-01,1.460e-02,6.481e-02,9.308e-02,4.941e-02,7.443e-02,4.652e-02,7.478e-02
CKM,1994,kinase activity,GO:0016301,molecular function,5,134,9.199e-02,1.857e-01,7.388e-02,6.354e-01,2.077e-02,7.513e-02,1.126e-01,9.975e-02,3.457e-01,5.345e-02,1.021e-01
CKM,1994,creatine kinase activity,GO:0004111,molecular function,5,3,1.133e-01,1.859e-01,7.827e-02,6.164e-01,9.804e-02,4.464e-02,2.873e-01,8.686e-02,3.978e-01,1.856e-02,3.300e-01
CKM,1994,extracellular space,GO:0005615,cellular component,5,23,1.252e-01,1.923e-01,1.022e-01,5.758e-01,7.028e-02,5.632e-02,2.782e-01,8.806e-02,4.198e-01,3.540e-02,2.953e-01
CKM,1994,phosphocreatine biosynthetic process,GO:0046314,biological process,5,3,1.549e-01,1.991e-01,1.410e-01,5.261e-01,4.460e-02,9.013e-02,2.663e-01,9.757e-02,4.064e-01,7.532e-02,2.639e-01
CKM,1994,protein binding,GO:0005515,molecular function,5,180,2.167e-01,2.176e-01,2.020e-01,4.514e-01,7.250e-02,9.356e-02,5.020e-01,9.855e-02,4.807e-01,7.914e-02,5.158e-01
MYH4,7574,myofibril,GO:0030016,cellular component,5,7,5.370e-02,1.750e-02,8.820e-03,9.141e-01,1.423e-02,5.015e-02,5.751e-02,1.264e-02,2.423e-02,4.427e-03,1.757e-02
MYH4,7574,muscle contraction,GO:0006936,biological process,5,17,5.370e-02,1.941e-02,1.384e-02,8.829e-01,1.631e-02,5.015e-02,5.751e-02,1.611e-02,2.339e-02,1.008e-02,1.899e-02
MYH4,7574,double-stranded RNA binding,GO:0003725,molecular function,5,5,5.370e-02,2.240e-02,2.240e-02,8.150e-01,5.679e-03,5.015e-02,5.751e-02,2.074e-02,2.420e-02,2.074e-02,2.420e-02
MYH1,7567,muscle myosin complex,GO:0005859,cellular component,5,2,5.370e-02,1.027e-02,4.808e-03,9.194e-01,2.775e-02,5.015e-02,5.751e-02,2.097e-03,5.032e-02,6.908e-04,3.346e-02
MYH1,7567,cytoplasmic ribonucleoprotein granule,GO:0036464,cellular component,5,14,5.370e-02,2.332e-02,1.555e-02,8.729e-01,9.341e-03,5.015e-02,5.751e-02,1.954e-02,2.785e-02,1.302e-02,1.857e-02
MYH1,7567,protein binding,GO:0005515,molecular function,5,180,6.293e-02,3.918e-02,3.918e-02,7.291e-01,1.297e-02,5.976e-02,6.627e-02,3.168e-02,4.847e-02,3.168e-02,4.847e-02
MYH7B,15906,protein binding,GO:0005515,molecular function,5,180,5.499e-02,2.854e-02,2.854e-02,7.762e-01,7.519e-03,5.111e-02,5.917e-02,2.540e-02,3.206e-02,2.540e-02,3.206e-02
MYH8,7578,ATP binding,GO:0005524,molecular function,21,5,5.370e-02,3.132e-02,1.496e-02,8.796e-01,3.897e-03,5.015e-02,5.751e-02,2.713e-02,3.616e-02,1.380e-02,1.622e-02
MYH8,7578,microfilament motor activity,GO:0000146,molecular function,21,8,5.370e-02,3.132e-02,1.689e-02,8.592e-01,1.532e-02,5.015e-02,5.751e-02,2.713e-02,3.616e-02,1.299e-02,2.198e-02
MYH8,7578,muscle filament sliding,GO:0030049,biological process,21,5,5.370e-02,3.132e-02,1.783e-02,8.534e-01,1.024e-02,5.015e-02,5.751e-02,2.713e-02,3.616e-02,1.528e-02,2.080e-02
MYH8,7578,ATPase activity,GO:0016887,molecular function,21,25,5.426e-02,3.157e-02,2.218e-02,8.180e-01,2.598e-02,5.084e-02,5.791e-02,2.694e-02,3.699e-02,1.514e-02,3.251e-02
MYH8,7578,ATP metabolic process,GO:0046034,biological process,21,12,5.494e-02,3.410e-02,2.281e-02,8.138e-01,2.466e-02,5.223e-02,5.780e-02,2.869e-02,4.054e-02,1.585e-02,3.281e-02
MYH8,7578,skeletal muscle contraction,GO:0003009,biological process,21,9,5.525e-02,3.287e-02,2.670e-02,7.876e-01,1.639e-02,5.010e-02,6.094e-02,2.891e-02,3.737e-02,2.093e-02,3.404e-02
MYH8,7578,cytoplasm,GO:0005737,cellular component,21,25,6.789e-02,4.519e-02,4.519e-02,7.085e-01,2.034e-02,6.045e-02,7.625e-02,3.225e-02,6.332e-02,3.225e-02,6.332e-02
MYH3,7573,actin filament binding,GO:0051015,molecular function,20,11,5.370e-02,2.060e-02,4.499e-03,9.451e-01,6.808e-03,5.015e-02,5.751e-02,1.425e-02,2.978e-02,2.393e-03,8.460e-03
MYH3,7573,microfilament motor activity,GO:0000146,molecular function,20,8,5.370e-02,2.683e-02,1.658e-02,8.614e-01,1.780e-02,5.015e-02,5.751e-02,2.293e-02,3.140e-02,1.225e-02,2.244e-02
MYH3,7573,ATP metabolic process,GO:0046034,biological process,20,12,5.370e-02,2.683e-02,2.019e-02,8.331e-01,1.765e-02,5.015e-02,5.751e-02,2.293e-02,3.140e-02,1.568e-02,2.601e-02
MYH3,7573,extracellular exosome,GO:0070062,cellular component,20,24,5.370e-02,2.683e-02,2.257e-02,8.138e-01,5.450e-03,5.015e-02,5.751e-02,2.293e-02,3.140e-02,2.090e-02,2.437e-02
MYH3,7573,ATPase activity,GO:0016887,molecular function,20,25,5.424e-02,2.683e-02,2.094e-02,8.273e-01,2.785e-02,5.082e-02,5.789e-02,2.293e-02,3.140e-02,1.383e-02,3.169e-02
MYH3,7573,skeletal muscle contraction,GO:0003009,biological process,20,9,5.426e-02,2.683e-02,2.289e-02,8.122e-01,1.631e-02,5.017e-02,5.869e-02,2.293e-02,3.140e-02,1.815e-02,2.887e-02
MYH15,31073,cytosol,GO:0005829,cellular component,3,19,5.370e-02,2.608e-02,1.855e-02,8.473e-01,1.245e-02,5.015e-02,5.751e-02,1.960e-02,3.470e-02,1.558e-02,2.210e-02
MYH15,31073,intracellular membrane-bounded organelle,GO:0043231,cellular component,3,46,5.662e-02,2.810e-02,2.810e-02,7.803e-01,2.744e-02,4.772e-02,6.718e-02,1.825e-02,4.328e-02,1.825e-02,4.328e-02
MYH6,7576,striated muscle contraction,GO:0006941,biological process,27,6,5.370e-02,2.499e-02,6.484e-03,9.282e-01,1.498e-02,5.015e-02,5.751e-02,2.004e-02,3.116e-02,3.040e-03,1.383e-02
MYH6,7576,actin-dependent ATPase activity,GO:0030898,molecular function,27,4,5.370e-02,2.499e-02,8.025e-03,9.230e-01,9.245e-03,5.015e-02,5.751e-02,2.004e-02,3.116e-02,5.140e-03,1.253e-02
MYH6,7576,muscle filament sliding,GO:0030049,biological process,27,5,5.370e-02,2.499e-02,1.058e-02,9.103e-01,2.279e-03,5.015e-02,5.751e-02,2.004e-02,3.116e-02,9.789e-03,1.144e-02
MYH6,7576,regulation of the force of heart contraction,GO:0002026,biological process,27,10,5.370e-02,2.499e-02,9.245e-03,9.047e-01,1.970e-02,5.015e-02,5.751e-02,2.004e-02,3.116e-02,3.660e-03,2.335e-02
MYH6,7576,ventricular cardiac muscle tissue morphogenesis,GO:0055010,biological process,27,11,5.370e-02,2.499e-02,1.352e-02,8.856e-01,1.485e-02,5.015e-02,5.751e-02,2.004e-02,3.116e-02,9.916e-03,1.843e-02
MYH6,7576,regulation of heart rate,GO:0002027,biological process,27,10,5.370e-02,2.499e-02,1.427e-02,8.730e-01,2.163e-02,5.015e-02,5.751e-02,2.004e-02,3.116e-02,8.514e-03,2.393e-02
MYH6,7576,atrial cardiac muscle tissue morphogenesis,GO:0055009,biological process,27,2,5.370e-02,2.499e-02,1.608e-02,8.616e-01,2.065e-02,5.015e-02,5.751e-02,2.004e-02,3.116e-02,1.075e-02,2.404e-02
MYH6,7576,microfilament motor activity,GO:0000146,molecular function,27,8,5.370e-02,2.659e-02,1.540e-02,8.691e-01,1.724e-02,5.015e-02,5.751e-02,2.385e-02,2.964e-02,1.083e-02,2.189e-02
MYH6,7576,muscle contraction,GO:0006936,biological process,27,17,5.370e-02,2.665e-02,1.635e-02,8.642e-01,1.400e-02,5.015e-02,5.751e-02,2.401e-02,2.959e-02,1.276e-02,2.096e-02
MYH6,7576,ATPase activity,GO:0016887,molecular function,27,25,5.424e-02,2.942e-02,2.335e-02,8.094e-01,2.271e-02,5.082e-02,5.789e-02,2.644e-02,3.274e-02,1.680e-02,3.245e-02
MYH6,7576,protein kinase binding,GO:0019901,molecular function,27,16,5.520e-02,3.023e-02,2.809e-02,7.786e-01,3.960e-03,5.138e-02,5.931e-02,2.612e-02,3.500e-02,2.645e-02,2.984e-02
MYH6,7576,adult heart development,GO:0007512,biological process,27,3,5.576e-02,2.896e-02,2.588e-02,7.928e-01,1.987e-02,5.233e-02,5.941e-02,2.231e-02,3.759e-02,1.913e-02,3.500e-02
MYH6,7576,ATP metabolic process,GO:0046034,biological process,27,12,5.776e-02,2.995e-02,2.605e-02,7.932e-01,3.565e-02,5.243e-02,6.363e-02,2.144e-02,4.185e-02,1.518e-02,4.469e-02
MYH2,7572,cell-cell junction,GO:0005911,cellular component,7,16,5.370e-02,3.347e-02,6.693e-03,9.335e-01,2.732e-03,5.015e-02,5.751e-02,2.836e-02,3.950e-02,5.671e-03,7.899e-03
MYH2,7572,myofibril,GO:0030016,cellular component,7,7,5.511e-02,5.555e-02,2.254e-02,8.119e-01,3.503e-02,5.237e-02,5.798e-02,3.243e-02,9.514e-02,1.290e-02,3.939e-02
MYH2,7572,muscle contraction,GO:0006936,biological process,7,17,6.505e-02,6.343e-02,3.806e-02,7.353e-01,3.492e-02,5.739e-02,7.373e-02,3.659e-02,1.099e-01,2.196e-02,6.597e-02
MYH2,7572,protein binding,GO:0005515,molecular function,7,180,1.178e-01,1.263e-01,1.010e-01,5.839e-01,3.780e-02,7.612e-02,1.824e-01,7.388e-02,2.159e-01,5.911e-02,1.727e-01
MYH2,7572,protein-containing complex,GO:0032991,cellular component,7,344,6.056e-01,6.028e-01,6.028e-01,1.882e-01,4.472e-02,4.340e-01,8.451e-01,4.307e-01,8.435e-01,4.307e-01,8.435e-01
ACTB,132,glutamatergic synapse,GO:0098978,cellular component,72,3,5.370e-02,7.796e-02,7.708e-03,9.256e-01,8.063e-03,5.015e-02,5.751e-02,7.170e-02,8.478e-02,5.250e-03,1.132e-02
ACTB,132,actin cytoskeleton,GO:0015629,cellular component,72,6,5.370e-02,7.796e-02,1.289e-02,8.921e-01,1.092e-02,5.015e-02,5.751e-02,7.170e-02,8.478e-02,9.950e-03,1.669e-02
ACTB,132,cell-cell junction,GO:0005911,cellular component,72,16,5.370e-02,7.796e-02,1.472e-02,8.803e-01,7.881e-03,5.015e-02,5.751e-02,7.170e-02,8.478e-02,1.236e-02,1.752e-02
ACTB,132,apical junction complex,GO:0043296,cellular component,72,2,5.370e-02,7.796e-02,1.551e-02,8.707e-01,1.635e-02,5.015e-02,5.751e-02,7.170e-02,8.478e-02,1.179e-02,2.040e-02
ACTB,132,vesicle,GO:0031982,cellular component,72,5,5.370e-02,7.796e-02,1.852e-02,8.467e-01,1.276e-02,5.015e-02,5.751e-02,7.170e-02,8.478e-02,1.529e-02,2.244e-02
ACTB,132,chromatin,GO:0000785,cellular component,72,8,5.457e-02,7.796e-02,2.645e-02,7.890e-01,1.769e-02,5.154e-02,5.779e-02,7.170e-02,8.478e-02,2.036e-02,3.437e-02
ACTB,132,protein kinase binding,GO:0019901,molecular function,72,16,5.469e-02,7.796e-02,2.206e-02,8.196e-01,2.777e-02,4.931e-02,6.066e-02,7.170e-02,8.478e-02,1.468e-02,3.317e-02
ACTB,132,adherens junction,GO:0005912,cellular component,72,4,5.480e-02,7.796e-02,2.363e-02,8.078e-01,2.349e-02,4.922e-02,6.101e-02,7.170e-02,8.478e-02,1.662e-02,3.359e-02
ACTB,132,axon,GO:0030424,cellular component,72,8,5.508e-02,7.796e-02,2.858e-02,7.761e-01,1.147e-02,4.949e-02,6.130e-02,7.170e-02,8.478e-02,2.387e-02,3.423e-02
ACTB,132,synapse,GO:0045202,cellular component,72,18,5.535e-02,7.796e-02,2.488e-02,8.000e-01,2.812e-02,4.875e-02,6.284e-02,7.170e-02,8.478e-02,1.632e-02,3.793e-02
ACTB,132,focal adhesion,GO:0005925,cellular component,72,9,5.548e-02,7.796e-02,2.905e-02,7.732e-01,1.927e-03,5.062e-02,6.080e-02,7.170e-02,8.478e-02,2.818e-02,2.995e-02
ACTB,132,identical protein binding,GO:0042802,molecular function,72,8,5.563e-02,7.796e-02,2.959e-02,7.712e-01,1.719e-02,4.852e-02,6.378e-02,7.170e-02,8.478e-02,2.255e-02,3.882e-02
ACTB,132,tight junction,GO:0070160,cellular component,72,5,5.586e-02,7.796e-02,2.845e-02,7.779e-01,2.207e-02,4.885e-02,6.387e-02,7.170e-02,8.478e-02,2.026e-02,3.995e-02
ACTB,132,cytoplasmic ribonucleoprotein granule,GO:0036464,cellular component,72,14,5.597e-02,7.796e-02,2.587e-02,7.932e-01,2.570e-02,5.147e-02,6.086e-02,7.170e-02,8.478e-02,1.777e-02,3.765e-02
ACTB,132,regulation of transmembrane transporter activity,GO:0022898,biological process,72,7,5.622e-02,7.796e-02,2.655e-02,7.897e-01,3.084e-02,5.183e-02,6.099e-02,7.170e-02,8.478e-02,1.676e-02,4.206e-02
ACTB,132,kinesin binding,GO:0019894,molecular function,72,2,5.634e-02,7.796e-02,3.164e-02,7.605e-01,1.255e-02,4.974e-02,6.381e-02,7.170e-02,8.478e-02,2.585e-02,3.873e-02
ACTB,132,extracellular exosome,GO:0070062,cellular component,72,24,5.710e-02,7.796e-02,3.115e-02,7.630e-01,1.350e-02,5.479e-02,5.950e-02,7.170e-02,8.478e-02,2.523e-02,3.845e-02
ACTB,132,regulation of transepithelial transport,GO:0150111,biological process,72,2,5.718e-02,7.796e-02,2.322e-02,8.128e-01,4.006e-02,5.066e-02,6.454e-02,7.170e-02,8.478e-02,1.263e-02,4.267e-02
ACTB,132,ribonucleoprotein complex,GO:1990904,cellular component,72,25,5.890e-02,7.881e-02,3.019e-02,7.692e-01,2.665e-02,5.248e-02,6.610e-02,7.403e-02,8.390e-02,1.989e-02,4.584e-02
ACTB,132,ATP-dependent chromatin remodeling,GO:0043044,biological process,72,3,5.985e-02,7.996e-02,3.124e-02,7.648e-01,3.282e-02,5.184e-02,6.910e-02,7.111e-02,8.991e-02,1.874e-02,5.207e-02
ACTB,132,lamellipodium,GO:0030027,cellular component,72,3,6.236e-02,7.913e-02,4.077e-02,7.232e-01,1.260e-02,5.497e-02,7.074e-02,7.402e-02,8.460e-02,3.308e-02,5.023e-02
ACTB,132,platelet aggregation,GO:0070527,biological process,72,2,6.282e-02,8.146e-02,3.722e-02,7.379e-01,3.728e-02,4.643e-02,8.501e-02,7.037e-02,9.429e-02,2.046e-02,6.773e-02
ACTB,132,cellular response to cytochalasin B,GO:0072749,biological process,72,5,6.341e-02,7.892e-02,4.167e-02,7.200e-01,1.486e-02,5.428e-02,7.408e-02,7.158e-02,8.701e-02,3.259e-02,5.326e-02
ACTB,132,membrane,GO:0016020,cellular component,72,35,6.460e-02,8.114e-02,3.949e-02,7.283e-01,2.405e-02,5.815e-02,7.176e-02,7.310e-02,9.007e-02,2.672e-02,5.837e-02
ACTB,132,regulation of protein localization to plasma membrane,GO:1903076,biological process,72,8,6.504e-02,8.403e-02,3.749e-02,7.365e-01,3.887e-02,4.743e-02,8.919e-02,6.858e-02,1.030e-01,1.990e-02,7.063e-02
ACTB,132,regulation of norepinephrine uptake,GO:0051621,biological process,72,4,6.550e-02,8.125e-02,4.308e-02,7.156e-01,2.449e-02,5.259e-02,8.158e-02,7.150e-02,9.234e-02,2.882e-02,6.439e-02
ACTB,132,cell motility,GO:0048870,biological process,72,15,6.818e-02,8.235e-02,4.762e-02,7.005e-01,1.503e-02,5.678e-02,8.186e-02,7.243e-02,9.362e-02,3.715e-02,6.105e-02
ACTB,132,postsynaptic actin cytoskeleton,GO:0098871,cellular component,72,4,6.905e-02,8.235e-02,4.861e-02,6.976e-01,2.175e-02,5.444e-02,8.758e-02,7.243e-02,9.362e-02,3.394e-02,6.961e-02
ACTB,132,nucleus,GO:0005634,cellular component,72,31,6.959e-02,8.214e-02,4.918e-02,6.961e-01,9.382e-03,6.240e-02,7.761e-02,7.377e-02,9.145e-02,4.207e-02,5.749e-02
ACTB,132,nitric-oxide synthase binding,GO:0050998,molecular function,72,2,7.004e-02,8.509e-02,4.593e-02,7.066e-01,4.021e-02,5.006e-02,9.800e-02,7.137e-02,1.015e-01,2.403e-02,8.779e-02
ACTB,132,protein binding,GO:0005515,molecular function,72,180,7.237e-02,8.312e-02,5.228e-02,6.872e-01,1.028e-02,6.357e-02,8.237e-02,7.408e-02,9.326e-02,4.407e-02,6.202e-02
ACTB,132,blood microparticle,GO:0072562,cellular component,72,4,7.452e-02,8.813e-02,5.038e-02,6.927e-01,3.147e-02,6.029e-02,9.212e-02,7.635e-02,1.017e-01,3.005e-02,8.447e-02
ACTB,132,actin filament,GO:0005884,cellular component,72,9,7.883e-02,8.847e-02,5.853e-02,6.702e-01,2.186e-02,6.448e-02,9.639e-02,7.684e-02,1.019e-01,4.088e-02,8.381e-02
ACTB,132,extracellular space,GO:0005615,cellular component,72,23,7.896e-02,8.989e-02,5.805e-02,6.707e-01,3.139e-02,5.939e-02,1.050e-01,7.966e-02,1.014e-01,3.492e-02,9.652e-02
ACTB,132,structural constituent of postsynaptic actin cytoskeleton,GO:0098973,molecular function,72,3,7.920e-02,8.879e-02,6.019e-02,6.664e-01,1.986e-02,6.306e-02,9.948e-02,7.360e-02,1.071e-01,4.340e-02,8.348e-02
ACTB,132,apical protein localization,GO:0045176,biological process,72,2,7.954e-02,8.765e-02,5.990e-02,6.668e-01,1.918e-02,6.430e-02,9.840e-02,7.192e-02,1.068e-01,4.393e-02,8.167e-02
ACTB,132,substantia nigra development,GO:0021762,biological process,72,3,8.070e-02,9.325e-02,5.977e-02,6.643e-01,4.637e-02,4.724e-02,1.379e-01,6.480e-02,1.342e-01,2.898e-02,1.233e-01
ACTB,132,cytoskeleton,GO:0005856,cellular component,72,13,8.384e-02,9.169e-02,6.469e-02,6.547e-01,2.993e-02,5.970e-02,1.177e-01,7.370e-02,1.141e-01,4.001e-02,1.046e-01
