#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
IPR000896	Hemocyanin/hexamerin middle domain	3	8	1.42	0.0143	7227.FBpp0087744,7227.FBpp0088363,7227.FBpp0291497	PPO2,Lsp2,PPO1
IPR005203	Hemocyanin, C-terminal	3	10	1.32	0.0143	7227.FBpp0087744,7227.FBpp0088363,7227.FBpp0291497	PPO2,Lsp2,PPO1
IPR005204	Hemocyanin, N-terminal	3	10	1.32	0.0143	7227.FBpp0087744,7227.FBpp0088363,7227.FBpp0291497	PPO2,Lsp2,PPO1
IPR008922	Uncharacterised domain, di-copper centre	3	8	1.42	0.0143	7227.FBpp0087744,7227.FBpp0088363,7227.FBpp0291497	PPO2,Lsp2,PPO1
IPR011682	Glycosyl hydrolase family 38, C-terminal	3	8	1.42	0.0143	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
IPR013788	Hemocyanin/hexamerin	3	10	1.32	0.0143	7227.FBpp0087744,7227.FBpp0088363,7227.FBpp0291497	PPO2,Lsp2,PPO1
IPR015341	Glycoside hydrolase family 38, central domain	3	8	1.42	0.0143	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
IPR027291	Glycoside hydrolase 38, N-terminal domain superfamily	3	8	1.42	0.0143	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
IPR028995	Glycoside hydrolase families 57/38, central domain superfamily	3	8	1.42	0.0143	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
IPR029064	50S ribosomal protein L30e-like	3	10	1.32	0.0143	7227.FBpp0070877,7227.FBpp0075612,7227.FBpp0291653	RpL7A,RpS12,RpL30
IPR036697	Hemocyanin, N-terminal domain superfamily	3	10	1.32	0.0143	7227.FBpp0087744,7227.FBpp0088363,7227.FBpp0291497	PPO2,Lsp2,PPO1
IPR037020	Hemocyanin, C-terminal domain superfamily	3	10	1.32	0.0143	7227.FBpp0087744,7227.FBpp0088363,7227.FBpp0291497	PPO2,Lsp2,PPO1
IPR037094	Glycoside hydrolase family 38, central domain superfamily	3	8	1.42	0.0143	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
IPR004521	Uncharacterised domain CHP00451	2	2	1.85	0.0176	7227.FBpp0070832,7227.FBpp0084779	CG5941,ligatin
IPR008449	Chorion S36/S38	2	2	1.85	0.0176	7227.FBpp0071150,7227.FBpp0289676	Cp36,Cp38
IPR030878	Ribosomal protein L15	2	2	1.85	0.0176	7227.FBpp0077142,7227.FBpp0077885	RpL27A,mRpL15
IPR041366	Pre-PUA domain	2	2	1.85	0.0176	7227.FBpp0070832,7227.FBpp0084779	CG5941,ligatin
IPR000608	Ubiquitin-conjugating enzyme E2	4	32	0.94	0.0205	7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0110481,7227.FBpp0301731	vih,Ubc6,CG40045,lwr
IPR036291	NAD(P)-binding domain superfamily	8	148	0.58	0.0205	7227.FBpp0071184,7227.FBpp0072455,7227.FBpp0073847,7227.FBpp0074425,7227.FBpp0084585,7227.FBpp0085611,7227.FBpp0085821,7227.FBpp0086628	Sptr,Gale,Ahcy13,CG7322,CG5590,CG11200,CG15093,CG10131
IPR002227	Tyrosinase copper-binding domain	2	3	1.67	0.0234	7227.FBpp0087744,7227.FBpp0291497	PPO2,PPO1
IPR004953	EB1, C-terminal	2	3	1.67	0.0234	7227.FBpp0271746,7227.FBpp0289513	CG18190,Eb1
IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	3	15	1.15	0.0234	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
IPR021131	Ribosomal protein L18e/L15P	2	3	1.67	0.0234	7227.FBpp0077142,7227.FBpp0077885	RpL27A,mRpL15
IPR036133	EB1, C-terminal domain superfamily	2	3	1.67	0.0234	7227.FBpp0271746,7227.FBpp0289513	CG18190,Eb1
IPR036227	Ribosomal L18e/L15P superfamily	2	3	1.67	0.0234	7227.FBpp0077142,7227.FBpp0077885	RpL27A,mRpL15
IPR036974	PUA domain superfamily	2	3	1.67	0.0234	7227.FBpp0070832,7227.FBpp0084779	CG5941,ligatin
IPR013780	Glycosyl hydrolase, all-beta	3	18	1.07	0.0302	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
IPR002478	PUA domain	2	5	1.45	0.0379	7227.FBpp0070832,7227.FBpp0084779	CG5941,ligatin
IPR016135	Ubiquitin-conjugating enzyme/RWD-like	4	42	0.83	0.0379	7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0110481,7227.FBpp0301731	vih,Ubc6,CG40045,lwr
IPR024969	Rpn11/EIF3F, C-terminal	2	5	1.45	0.0379	7227.FBpp0078664,7227.FBpp0305141	Rpn11,Rpn8
IPR000717	Proteasome component (PCI) domain	3	22	0.98	0.0453	7227.FBpp0071587,7227.FBpp0083860,7227.FBpp0086603	CG10306,Rpn9,Rpn6
IPR002108	Actin-depolymerising factor homology domain	2	6	1.37	0.0461	7227.FBpp0072097,7227.FBpp0074402	tsr,CG6891
IPR027328	Microtubule-associated protein RP/EB	2	6	1.37	0.0461	7227.FBpp0271746,7227.FBpp0289513	CG18190,Eb1
