#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
DME-69620	Cell Cycle Checkpoints	12	112	0.88	6.05e-06	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0084831,7227.FBpp0086603,7227.FBpp0305141	vih,Rpn11,RpS27A,Cdk1,Prosbeta4,RPA2,Mcm2,Prosalpha2,Rpn9,Bub3,Rpn6,Rpn8
DME-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	10	74	0.98	8.87e-06	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0084831,7227.FBpp0086603,7227.FBpp0305141	vih,Rpn11,RpS27A,Cdk1,Prosbeta4,Prosalpha2,Rpn9,Bub3,Rpn6,Rpn8
DME-69239	Synthesis of DNA	12	123	0.84	1.13e-05	7227.FBpp0075277,7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0085619,7227.FBpp0086603,7227.FBpp0305141	POLD,vih,Rpn11,RpS27A,Prosbeta4,RPA2,Mcm2,Prosalpha2,Rpn9,PCNA,Rpn6,Rpn8
DME-176408	Regulation of APC/C activators between G1/S and early anaphase	10	85	0.92	2.03e-05	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0084831,7227.FBpp0086603,7227.FBpp0305141	vih,Rpn11,RpS27A,Cdk1,Prosbeta4,Prosalpha2,Rpn9,Bub3,Rpn6,Rpn8
DME-390471	Association of TriC/CCT with target proteins during biosynthesis	5	10	1.55	3.12e-05	7227.FBpp0073902,7227.FBpp0079992,7227.FBpp0081401,7227.FBpp0083683,7227.FBpp0087764	Tcp-1zeta,CG5525,Tcp-1eta,T-cp1,CG8258
DME-538864	Degradation of CRY	7	35	1.15	3.47e-05	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-216167	Nuclear CI is degraded	7	36	1.14	3.79e-05	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-432524	Degradation of PER	7	38	1.11	5.02e-05	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-8878166	Transcriptional regulation by RUNX2	9	78	0.91	6.10e-05	7227.FBpp0076555,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	lark,Rpn11,RpS27A,Cdk1,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-432395	Degradation of TIM	7	40	1.09	6.35e-05	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-611105	Respiratory electron transport	8	63	0.95	0.00011	7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0100182,7227.FBpp0271901	ND-B18,ND-20,ND-B22,ND-23,ox,wal,mt:ND5,ND-B17.2
DME-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	5	15	1.37	0.00011	7227.FBpp0073902,7227.FBpp0079992,7227.FBpp0081401,7227.FBpp0083683,7227.FBpp0087764	Tcp-1zeta,CG5525,Tcp-1eta,T-cp1,CG8258
DME-209449	Toll pathway	7	45	1.04	0.00012	7227.FBpp0078664,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141,7227.FBpp0305543	Rpn11,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8,Spn27A
DME-209461	Ubiquitination and degradation of phosphorylated ARM	7	46	1.03	0.00013	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-69278	Cell Cycle, Mitotic	14	232	0.63	0.00014	7227.FBpp0075277,7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0084831,7227.FBpp0085619,7227.FBpp0086603,7227.FBpp0305141	POLD,vih,Rpn11,RpS27A,Cdk1,Prosbeta4,RPA2,Mcm2,Prosalpha2,Rpn9,Bub3,PCNA,Rpn6,Rpn8
DME-174084	Autodegradation of Cdh1 by Cdh1:APC/C	8	69	0.91	0.00016	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	vih,Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-209360	Ubiquitination and proteolysis of phosphorylated CI	7	50	0.99	0.00018	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-538848	Degradation of CLK	6	33	1.11	0.00019	7227.FBpp0078664,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-69052	Switching of origins to a post-replicative state	9	96	0.82	0.00019	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0081317,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	vih,Rpn11,RpS27A,Prosbeta4,Mcm2,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	8	73	0.89	0.00020	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	vih,Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-69017	CDK-mediated phosphorylation and removal of Cdc6	8	73	0.89	0.00020	7227.FBpp0075690,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	vih,Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-69229	Ubiquitin-dependent degradation of Cyclin D1	7	56	0.94	0.00029	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-75815	Ubiquitin-dependent degradation of Cyclin D	7	56	0.94	0.00029	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-6807070	PTEN Regulation	9	104	0.78	0.00030	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0289083,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Caf1,Rpn9,Rpn6,CG5189,Rpn8
DME-68949	Orc1 removal from chromatin	8	80	0.85	0.00031	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0081317,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Mcm2,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-4608870	Asymmetric localization of PCP proteins	7	59	0.92	0.00032	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-4641257	Degradation of AXIN	7	58	0.93	0.00032	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-4641258	Degradation of DVL	7	58	0.93	0.00032	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5684996	MAPK1/MAPK3 signaling	10	134	0.72	0.00032	7227.FBpp0072746,7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0289083,7227.FBpp0305141	R,Rpn11,RpS27A,Cdk1,Prosbeta4,Prosalpha2,Rpn9,Rpn6,CG5189,Rpn8
DME-69206	G1/S Transition	9	107	0.77	0.00032	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,RPA2,Mcm2,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	7	58	0.93	0.00032	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-209406	Degradation of NF-kappa-B inhibitor, CACT	6	40	1.02	0.00033	7227.FBpp0078664,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	7	60	0.91	0.00033	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	8	83	0.83	0.00033	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0081725,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Rrp46,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-69275	G2/M Transition	8	83	0.83	0.00033	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Cdk1,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	7	62	0.9	0.00036	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-174113	SCF-beta-TrCP mediated degradation of Emi1	7	64	0.89	0.00043	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-2262749	Cellular response to hypoxia	7	64	0.89	0.00043	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	7	64	0.89	0.00043	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-8941858	Regulation of RUNX3 expression and activity	7	64	0.89	0.00043	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-187577	SCF(Skp2)-mediated degradation of p27/p21	7	66	0.87	0.00047	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5358346	Hedgehog ligand biogenesis	7	66	0.87	0.00047	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5607761	Dectin-1 mediated noncanonical NF-kB signaling	7	66	0.87	0.00047	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5676590	NIK-->noncanonical NF-kB signaling	7	66	0.87	0.00047	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5610780	Degradation of GLI1 by the proteasome	7	67	0.87	0.00048	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-1169091	Activation of NF-kappaB in B cells	7	68	0.86	0.00051	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-8939902	Regulation of RUNX2 expression and activity	7	68	0.86	0.00051	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-2871837	FCERI mediated NF-kB activation	7	69	0.85	0.00055	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-202424	Downstream TCR signaling	7	70	0.85	0.00059	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-8948751	Regulation of PTEN stability and activity	7	71	0.84	0.00063	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-5610785	GLI3 is processed to GLI3R by the proteasome	7	72	0.84	0.00067	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	6	50	0.93	0.00071	7227.FBpp0078664,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-9020702	Interleukin-1 signaling	7	76	0.81	0.00086	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
DME-983168	Antigen processing: Ubiquitination & Proteasome degradation	11	196	0.6	0.00086	7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0078664,7227.FBpp0078927,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0110481,7227.FBpp0305141	vih,Ubc6,Rpn11,CG11070,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,CG40045,Rpn8
DME-5632684	Hedgehog 'on' state	7	77	0.81	0.00090	7227.FBpp0078664,7227.FBpp0079606,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,RpS27A,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
