#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0003723	RNA binding	21	598	0.39	0.0039	7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0073844,7227.FBpp0075764,7227.FBpp0076359,7227.FBpp0076555,7227.FBpp0076918,7227.FBpp0077142,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0081527,7227.FBpp0082465,7227.FBpp0084779,7227.FBpp0085585,7227.FBpp0088015,7227.FBpp0088833,7227.FBpp0291653	CG5941,RpL7A,CG9344,LSm1,RpL19,RpL8,RpL37a,RpL10Ab,RpL14,lark,pen,RpL27A,x16,me31B,RpL34b,RpS5b,ligatin,RpS18,U2A,mRpS11,RpL30
GO:1901363	heterocyclic compound binding	59	2701	0.19	0.0072	7227.FBpp0070558,7227.FBpp0070658,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0070963,7227.FBpp0071296,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0072306,7227.FBpp0072312,7227.FBpp0072746,7227.FBpp0072801,7227.FBpp0073844,7227.FBpp0073847,7227.FBpp0073902,7227.FBpp0075272,7227.FBpp0075277,7227.FBpp0075764,7227.FBpp0076359,7227.FBpp0076555,7227.FBpp0076623,7227.FBpp0076826,7227.FBpp0076918,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0078371,7227.FBpp0078893,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079992,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081401,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0081899,7227.FBpp0082465,7227.FBpp0082932,7227.FBpp0083683,7227.FBpp0083891,7227.FBpp0084779,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085703,7227.FBpp0085821,7227.FBpp0086628,7227.FBpp0087186,7227.FBpp0087605,7227.FBpp0087764,7227.FBpp0088015,7227.FBpp0088126,7227.FBpp0088833,7227.FBpp0088926,7227.FBpp0091154,7227.FBpp0110210,7227.FBpp0289184,7227.FBpp0291653,7227.FBpp0300203	Rala,Torsin,CG5941,RpL7A,CG4586,Hex-A,CG9344,LSm1,zip,RpL19,R,RpL8,RpL37a,Ahcy13,Tcp-1zeta,Arl1,POLD,RpL10Ab,RpL14,lark,CG8628,Ppat-Dpck,pen,RpL27A,Got2,Madm,CG9547,x16,me31B,Cdk1,CG5525,RPA2,Mcm2,Tcp-1eta,Aats-trp,RpL34b,CG14715,RpS5b,Pxt,T-cp1,Rab7,ligatin,RpS18,PCNA,FK506-bp2,CG15093,CG10131,wal,CG1814,CG8258,U2A,Cyp9b2,mRpS11,Sam-S,His4,Dhfr,Arf79F,RpL30,CG2118
GO:0097159	organic cyclic compound binding	59	2716	0.18	0.0079	7227.FBpp0070558,7227.FBpp0070658,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0070963,7227.FBpp0071296,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0072306,7227.FBpp0072312,7227.FBpp0072746,7227.FBpp0072801,7227.FBpp0073844,7227.FBpp0073847,7227.FBpp0073902,7227.FBpp0075272,7227.FBpp0075277,7227.FBpp0075764,7227.FBpp0076359,7227.FBpp0076555,7227.FBpp0076623,7227.FBpp0076826,7227.FBpp0076918,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0078371,7227.FBpp0078893,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079992,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081401,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0081899,7227.FBpp0082465,7227.FBpp0082932,7227.FBpp0083683,7227.FBpp0083891,7227.FBpp0084779,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085703,7227.FBpp0085821,7227.FBpp0086628,7227.FBpp0087186,7227.FBpp0087605,7227.FBpp0087764,7227.FBpp0088015,7227.FBpp0088126,7227.FBpp0088833,7227.FBpp0088926,7227.FBpp0091154,7227.FBpp0110210,7227.FBpp0289184,7227.FBpp0291653,7227.FBpp0300203	Rala,Torsin,CG5941,RpL7A,CG4586,Hex-A,CG9344,LSm1,zip,RpL19,R,RpL8,RpL37a,Ahcy13,Tcp-1zeta,Arl1,POLD,RpL10Ab,RpL14,lark,CG8628,Ppat-Dpck,pen,RpL27A,Got2,Madm,CG9547,x16,me31B,Cdk1,CG5525,RPA2,Mcm2,Tcp-1eta,Aats-trp,RpL34b,CG14715,RpS5b,Pxt,T-cp1,Rab7,ligatin,RpS18,PCNA,FK506-bp2,CG15093,CG10131,wal,CG1814,CG8258,U2A,Cyp9b2,mRpS11,Sam-S,His4,Dhfr,Arf79F,RpL30,CG2118
GO:0004559	alpha-mannosidase activity	3	13	1.21	0.0263	7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346	CG9468,CG9466,CG9463
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	4	33	0.93	0.0300	7227.FBpp0071844,7227.FBpp0074017,7227.FBpp0081899,7227.FBpp0085703	CG2852,Cyp1,CG14715,FK506-bp2
GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors	3	14	1.18	0.0300	7227.FBpp0086974,7227.FBpp0087744,7227.FBpp0291497	ox,PPO2,PPO1
GO:0032555	purine ribonucleotide binding	22	791	0.29	0.0308	7227.FBpp0070558,7227.FBpp0070658,7227.FBpp0071296,7227.FBpp0072306,7227.FBpp0072746,7227.FBpp0073902,7227.FBpp0075272,7227.FBpp0076623,7227.FBpp0076826,7227.FBpp0078371,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079992,7227.FBpp0081317,7227.FBpp0081401,7227.FBpp0081460,7227.FBpp0083683,7227.FBpp0083891,7227.FBpp0087764,7227.FBpp0088926,7227.FBpp0289184,7227.FBpp0300203	Rala,Torsin,Hex-A,zip,R,Tcp-1zeta,Arl1,CG8628,Ppat-Dpck,Madm,me31B,Cdk1,CG5525,Mcm2,Tcp-1eta,Aats-trp,T-cp1,Rab7,CG8258,Sam-S,Arf79F,CG2118
GO:0036263	L-DOPA monooxygenase activity	2	3	1.67	0.0308	7227.FBpp0087744,7227.FBpp0291497	PPO2,PPO1
GO:0036264	dopamine monooxygenase activity	2	3	1.67	0.0308	7227.FBpp0087744,7227.FBpp0291497	PPO2,PPO1
GO:0043168	anion binding	27	1051	0.26	0.0308	7227.FBpp0070558,7227.FBpp0070658,7227.FBpp0070963,7227.FBpp0071296,7227.FBpp0072306,7227.FBpp0072746,7227.FBpp0073902,7227.FBpp0075272,7227.FBpp0076623,7227.FBpp0076826,7227.FBpp0077537,7227.FBpp0078371,7227.FBpp0078893,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079992,7227.FBpp0081317,7227.FBpp0081401,7227.FBpp0081460,7227.FBpp0083683,7227.FBpp0083891,7227.FBpp0086628,7227.FBpp0087186,7227.FBpp0087764,7227.FBpp0088926,7227.FBpp0289184,7227.FBpp0300203	Rala,Torsin,CG4586,Hex-A,zip,R,Tcp-1zeta,Arl1,CG8628,Ppat-Dpck,Got2,Madm,CG9547,me31B,Cdk1,CG5525,Mcm2,Tcp-1eta,Aats-trp,T-cp1,Rab7,CG10131,wal,CG8258,Sam-S,Arf79F,CG2118
GO:0050662	coenzyme binding	9	190	0.52	0.0308	7227.FBpp0070963,7227.FBpp0073847,7227.FBpp0076623,7227.FBpp0077537,7227.FBpp0078893,7227.FBpp0085821,7227.FBpp0086628,7227.FBpp0087186,7227.FBpp0110210	CG4586,Ahcy13,CG8628,Got2,CG9547,CG15093,CG10131,wal,Dhfr
GO:0048037	cofactor binding	13	368	0.4	0.0313	7227.FBpp0070963,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0076623,7227.FBpp0077537,7227.FBpp0078893,7227.FBpp0082645,7227.FBpp0082932,7227.FBpp0085821,7227.FBpp0086628,7227.FBpp0087186,7227.FBpp0088126,7227.FBpp0110210	CG4586,Ahcy13,ND-20,CG8628,Got2,CG9547,ND-23,Pxt,CG15093,CG10131,wal,Cyp9b2,Dhfr
GO:0061631	ubiquitin conjugating enzyme activity	2	5	1.45	0.0424	7227.FBpp0075690,7227.FBpp0078490	vih,Ubc6
GO:0035639	purine ribonucleoside triphosphate binding	21	779	0.28	0.0425	7227.FBpp0070558,7227.FBpp0070658,7227.FBpp0071296,7227.FBpp0072306,7227.FBpp0072746,7227.FBpp0073902,7227.FBpp0075272,7227.FBpp0076826,7227.FBpp0078371,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079992,7227.FBpp0081317,7227.FBpp0081401,7227.FBpp0081460,7227.FBpp0083683,7227.FBpp0083891,7227.FBpp0087764,7227.FBpp0088926,7227.FBpp0289184,7227.FBpp0300203	Rala,Torsin,Hex-A,zip,R,Tcp-1zeta,Arl1,Ppat-Dpck,Madm,me31B,Cdk1,CG5525,Mcm2,Tcp-1eta,Aats-trp,T-cp1,Rab7,CG8258,Sam-S,Arf79F,CG2118
GO:0051082	unfolded protein binding	5	72	0.69	0.0445	7227.FBpp0073902,7227.FBpp0079992,7227.FBpp0081401,7227.FBpp0083683,7227.FBpp0087764	Tcp-1zeta,CG5525,Tcp-1eta,T-cp1,CG8258
GO:0016853	isomerase activity	6	106	0.6	0.0474	7227.FBpp0071844,7227.FBpp0072455,7227.FBpp0074017,7227.FBpp0076771,7227.FBpp0081899,7227.FBpp0085703	CG2852,Gale,Cyp1,CG10467,CG14715,FK506-bp2
GO:0008253	5'-nucleotidase activity	2	6	1.37	0.0486	7227.FBpp0072168,7227.FBpp0087605	cN-IIIB,CG1814
