#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0043603	cellular amide metabolic process	31	467	0.67	3.94e-10	7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071587,7227.FBpp0071993,7227.FBpp0072312,7227.FBpp0072341,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077885,7227.FBpp0079606,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0082465,7227.FBpp0083962,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085585,7227.FBpp0085855,7227.FBpp0088833,7227.FBpp0110210,7227.FBpp0289447,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0305216	CG5941,RpL7A,CG10306,mRpL43,RpL19,GstE12,RpL8,RpL28,RpL37a,RpL10Ab,RpS17,RpL14,mRpL27,RpL27A,mRpL15,RpS27A,mRpS18A,Aats-trp,RpL34b,RpS5b,mRpS24,ligatin,RpL32,RpS18,GstE6,mRpS11,Dhfr,GstT3,RpL30,RpS3A,Acsl
GO:0006807	nitrogen compound metabolic process	101	3900	0.26	1.53e-09	7227.FBpp0070333,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0071587,7227.FBpp0071844,7227.FBpp0071993,7227.FBpp0072050,7227.FBpp0072168,7227.FBpp0072312,7227.FBpp0072341,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073777,7227.FBpp0073844,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0074017,7227.FBpp0075277,7227.FBpp0075629,7227.FBpp0075690,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076555,7227.FBpp0076826,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078625,7227.FBpp0078664,7227.FBpp0078795,7227.FBpp0078893,7227.FBpp0078927,7227.FBpp0078996,7227.FBpp0079139,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0079565,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0080490,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081507,7227.FBpp0081527,7227.FBpp0081725,7227.FBpp0081780,7227.FBpp0081851,7227.FBpp0081899,7227.FBpp0082062,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0082645,7227.FBpp0083673,7227.FBpp0083860,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085703,7227.FBpp0085821,7227.FBpp0085855,7227.FBpp0086603,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087744,7227.FBpp0088015,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0110210,7227.FBpp0110481,7227.FBpp0271901,7227.FBpp0289447,7227.FBpp0291497,7227.FBpp0291653,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0300615,7227.FBpp0301731,7227.FBpp0302051,7227.FBpp0302939,7227.FBpp0305141,7227.FBpp0305216	CG4406,CG5941,RpL7A,Sptr,Hex-A,CG9344,LSm1,CG10306,CG2852,mRpL43,Tal,cN-IIIB,RpL19,GstE12,RpL8,RpL28,ND-B18,RpL37a,Ahcy13,ND-20,Cyp1,POLD,AdenoK,vih,RpL10Ab,RpS17,RpL14,lark,Ppat-Dpck,mRpL27,RpL27A,Got2,mRpL15,Madm,CG11999,Ubc6,DhpD,Rpn11,obst-E,CG9547,CG11070,x16,CG18585,CG9468,CG9466,CG9463,me31B,RpS27A,Cdk1,dUTPase,ND-B22,Prosbeta4,RPA2,Mcm2,mRpS18A,Aats-trp,CG8132,RpL34b,Rrp46,Art1,Ugt35b,CG14715,Prosalpha2,RpS5b,Caf1,ND-23,Dph5,Rpn9,mRpS24,Gfat2,ligatin,RpL32,geminin,RpS18,PCNA,FK506-bp2,CG15093,GstE6,Rpn6,ox,wal,PPO2,U2A,mRpS11,His4,mt:ATPase8,mt:ND5,Dhfr,CG40045,ND-B17.2,GstT3,PPO1,RpL30,ND-15,CG2118,RpS3A,lwr,Vps28,ND-B14.5B,Rpn8,Acsl
GO:0044238	primary metabolic process	104	4093	0.25	1.65e-09	7227.FBpp0070333,7227.FBpp0070658,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0070963,7227.FBpp0071296,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0071587,7227.FBpp0071844,7227.FBpp0071993,7227.FBpp0072050,7227.FBpp0072168,7227.FBpp0072312,7227.FBpp0072455,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073777,7227.FBpp0073844,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0074017,7227.FBpp0074812,7227.FBpp0075277,7227.FBpp0075629,7227.FBpp0075690,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076555,7227.FBpp0076771,7227.FBpp0076826,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078625,7227.FBpp0078664,7227.FBpp0078893,7227.FBpp0078927,7227.FBpp0078996,7227.FBpp0079139,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0079565,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0080490,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0081725,7227.FBpp0081780,7227.FBpp0081851,7227.FBpp0081899,7227.FBpp0082062,7227.FBpp0082465,7227.FBpp0082476,7227.FBpp0082511,7227.FBpp0082645,7227.FBpp0082932,7227.FBpp0083673,7227.FBpp0083860,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085703,7227.FBpp0085821,7227.FBpp0086603,7227.FBpp0086628,7227.FBpp0086769,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087828,7227.FBpp0087837,7227.FBpp0088015,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0110210,7227.FBpp0110481,7227.FBpp0271901,7227.FBpp0291653,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0300615,7227.FBpp0301731,7227.FBpp0302051,7227.FBpp0302939,7227.FBpp0305141,7227.FBpp0305216	CG4406,Torsin,CG5941,RpL7A,CG4586,Hex-A,CG9344,LSm1,CG10306,CG2852,mRpL43,Tal,cN-IIIB,RpL19,Gale,RpL8,RpL28,ND-B18,RpL37a,Ahcy13,ND-20,Cyp1,CG18135,POLD,AdenoK,vih,RpL10Ab,RpS17,RpL14,lark,CG10467,Ppat-Dpck,mRpL27,RpL27A,Got2,mRpL15,Madm,CG11999,Ubc6,DhpD,Rpn11,CG9547,CG11070,x16,CG18585,CG9468,CG9466,CG9463,me31B,RpS27A,Cdk1,dUTPase,ND-B22,Prosbeta4,RPA2,Mcm2,mRpS18A,Aats-trp,RpL34b,Rrp46,Art1,Ugt35b,CG14715,Prosalpha2,RpS5b,smp-30,Caf1,ND-23,Pxt,Dph5,Rpn9,mRpS24,Gfat2,ligatin,RpL32,geminin,RpS18,PCNA,FK506-bp2,CG15093,Rpn6,CG10131,CG6543,ox,wal,Mal-A5,Mal-A3,U2A,mRpS11,His4,mt:ATPase8,mt:ND5,Dhfr,CG40045,ND-B17.2,RpL30,ND-15,CG2118,RpS3A,lwr,Vps28,ND-B14.5B,Rpn8,Acsl
GO:0044249	cellular biosynthetic process	52	1350	0.43	3.96e-09	7227.FBpp0070333,7227.FBpp0070658,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0071587,7227.FBpp0071993,7227.FBpp0072168,7227.FBpp0072312,7227.FBpp0072780,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0075277,7227.FBpp0075629,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076826,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078450,7227.FBpp0079606,7227.FBpp0079746,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0082465,7227.FBpp0082476,7227.FBpp0082511,7227.FBpp0082932,7227.FBpp0083673,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0088833,7227.FBpp0088926,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0110210,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0305216	CG4406,Torsin,CG5941,RpL7A,Sptr,Hex-A,CG10306,mRpL43,cN-IIIB,RpL19,yellow-g,RpL8,RpL28,RpL37a,POLD,AdenoK,RpL10Ab,RpS17,RpL14,Ppat-Dpck,mRpL27,RpL27A,Got2,mRpL15,CG11999,RpS27A,dUTPase,RPA2,Mcm2,mRpS18A,Aats-trp,RpL34b,RpS5b,smp-30,Caf1,Pxt,Dph5,mRpS24,Gfat2,ligatin,RpL32,geminin,RpS18,PCNA,mRpS11,Sam-S,His4,mt:ATPase8,Dhfr,RpL30,RpS3A,Acsl
GO:1901566	organonitrogen compound biosynthetic process	38	788	0.53	7.37e-09	7227.FBpp0070333,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0071587,7227.FBpp0071993,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0075629,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076826,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078450,7227.FBpp0079606,7227.FBpp0079746,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0082465,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085585,7227.FBpp0088833,7227.FBpp0100178,7227.FBpp0110210,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0305216	CG4406,CG5941,RpL7A,Sptr,Hex-A,CG10306,mRpL43,RpL19,RpL8,RpL28,RpL37a,AdenoK,RpL10Ab,RpS17,RpL14,Ppat-Dpck,mRpL27,RpL27A,Got2,mRpL15,CG11999,RpS27A,dUTPase,mRpS18A,Aats-trp,RpL34b,RpS5b,mRpS24,Gfat2,ligatin,RpL32,RpS18,mRpS11,mt:ATPase8,Dhfr,RpL30,RpS3A,Acsl
GO:0044281	small molecule metabolic process	39	832	0.52	8.31e-09	7227.FBpp0070963,7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0072050,7227.FBpp0072168,7227.FBpp0072455,7227.FBpp0073777,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0075629,7227.FBpp0076771,7227.FBpp0076826,7227.FBpp0077537,7227.FBpp0078625,7227.FBpp0078893,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0081460,7227.FBpp0081851,7227.FBpp0082476,7227.FBpp0082645,7227.FBpp0082932,7227.FBpp0084666,7227.FBpp0085821,7227.FBpp0086628,7227.FBpp0086769,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0110210,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0302939,7227.FBpp0305216	CG4586,Sptr,Hex-A,Tal,cN-IIIB,Gale,ND-B18,Ahcy13,ND-20,AdenoK,CG10467,Ppat-Dpck,Got2,DhpD,CG9547,CG9468,CG9466,CG9463,dUTPase,ND-B22,Aats-trp,Ugt35b,smp-30,ND-23,Pxt,Gfat2,CG15093,CG10131,CG6543,ox,wal,mt:ATPase8,mt:ND5,Dhfr,ND-B17.2,ND-15,CG2118,ND-B14.5B,Acsl
GO:0044271	cellular nitrogen compound biosynthetic process	40	881	0.5	1.08e-08	7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0071587,7227.FBpp0071993,7227.FBpp0072168,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0075277,7227.FBpp0075629,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076826,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077885,7227.FBpp0079606,7227.FBpp0079746,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0083962,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0110210,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0305216	CG5941,RpL7A,Sptr,Hex-A,CG10306,mRpL43,cN-IIIB,RpL19,RpL8,RpL28,RpL37a,POLD,AdenoK,RpL10Ab,RpS17,RpL14,Ppat-Dpck,mRpL27,RpL27A,mRpL15,RpS27A,dUTPase,mRpS18A,Aats-trp,RpL34b,RpS5b,Caf1,mRpS24,ligatin,RpL32,geminin,RpS18,PCNA,mRpS11,His4,mt:ATPase8,Dhfr,RpL30,RpS3A,Acsl
GO:1901576	organic substance biosynthetic process	51	1397	0.41	3.14e-08	7227.FBpp0070333,7227.FBpp0070658,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0071587,7227.FBpp0071993,7227.FBpp0072168,7227.FBpp0072312,7227.FBpp0072780,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0075277,7227.FBpp0075629,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076826,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078450,7227.FBpp0079606,7227.FBpp0079746,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0082465,7227.FBpp0082476,7227.FBpp0082511,7227.FBpp0082932,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0088833,7227.FBpp0088926,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0110210,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0305216	CG4406,Torsin,CG5941,RpL7A,Sptr,Hex-A,CG10306,mRpL43,cN-IIIB,RpL19,yellow-g,RpL8,RpL28,RpL37a,POLD,AdenoK,RpL10Ab,RpS17,RpL14,Ppat-Dpck,mRpL27,RpL27A,Got2,mRpL15,CG11999,RpS27A,dUTPase,RPA2,Mcm2,mRpS18A,Aats-trp,RpL34b,RpS5b,smp-30,Caf1,Pxt,mRpS24,Gfat2,ligatin,RpL32,geminin,RpS18,PCNA,mRpS11,Sam-S,His4,mt:ATPase8,Dhfr,RpL30,RpS3A,Acsl
GO:0034645	cellular macromolecule biosynthetic process	36	863	0.47	8.14e-07	7227.FBpp0070333,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071587,7227.FBpp0071993,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0075277,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077885,7227.FBpp0078450,7227.FBpp0079606,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0291653,7227.FBpp0300615	CG4406,CG5941,RpL7A,CG10306,mRpL43,RpL19,RpL8,RpL28,RpL37a,POLD,RpL10Ab,RpS17,RpL14,mRpL27,RpL27A,mRpL15,CG11999,RpS27A,RPA2,Mcm2,mRpS18A,Aats-trp,RpL34b,RpS5b,Caf1,mRpS24,Gfat2,ligatin,RpL32,geminin,RpS18,PCNA,mRpS11,His4,RpL30,RpS3A
GO:0044267	cellular protein metabolic process	53	1644	0.36	8.46e-07	7227.FBpp0070333,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071587,7227.FBpp0071844,7227.FBpp0071993,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0074017,7227.FBpp0075690,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078664,7227.FBpp0078927,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0081780,7227.FBpp0081899,7227.FBpp0082062,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0083673,7227.FBpp0083860,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085585,7227.FBpp0085703,7227.FBpp0086603,7227.FBpp0088833,7227.FBpp0110481,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0301731,7227.FBpp0302051,7227.FBpp0305141	CG4406,CG5941,RpL7A,CG10306,CG2852,mRpL43,RpL19,RpL8,RpL28,RpL37a,Cyp1,vih,RpL10Ab,RpS17,RpL14,mRpL27,RpL27A,mRpL15,Madm,CG11999,Ubc6,Rpn11,CG11070,CG9468,CG9466,CG9463,RpS27A,Cdk1,Prosbeta4,mRpS18A,Aats-trp,RpL34b,Art1,CG14715,Prosalpha2,RpS5b,Caf1,Dph5,Rpn9,mRpS24,Gfat2,ligatin,RpL32,RpS18,FK506-bp2,Rpn6,mRpS11,CG40045,RpL30,RpS3A,lwr,Vps28,Rpn8
GO:0055086	nucleobase-containing small molecule metabolic process	22	377	0.61	3.46e-06	7227.FBpp0071296,7227.FBpp0072050,7227.FBpp0072168,7227.FBpp0073777,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0075629,7227.FBpp0076826,7227.FBpp0078625,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0081851,7227.FBpp0082645,7227.FBpp0084666,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939,7227.FBpp0305216	Hex-A,Tal,cN-IIIB,ND-B18,Ahcy13,ND-20,AdenoK,Ppat-Dpck,DhpD,dUTPase,ND-B22,Ugt35b,ND-23,Gfat2,ox,wal,mt:ATPase8,mt:ND5,ND-B17.2,ND-15,ND-B14.5B,Acsl
GO:0009123	nucleoside monophosphate metabolic process	15	177	0.78	6.26e-06	7227.FBpp0071296,7227.FBpp0072168,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0075629,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939	Hex-A,cN-IIIB,ND-B18,ND-20,AdenoK,dUTPase,ND-B22,ND-23,ox,wal,mt:ATPase8,mt:ND5,ND-B17.2,ND-15,ND-B14.5B
GO:0044260	cellular macromolecule metabolic process	62	2291	0.28	1.66e-05	7227.FBpp0070333,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071553,7227.FBpp0071587,7227.FBpp0071844,7227.FBpp0071993,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073844,7227.FBpp0074017,7227.FBpp0075277,7227.FBpp0075690,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078664,7227.FBpp0078927,7227.FBpp0079343,7227.FBpp0079344,7227.FBpp0079346,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080490,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081460,7227.FBpp0081527,7227.FBpp0081725,7227.FBpp0081780,7227.FBpp0081899,7227.FBpp0082062,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0083673,7227.FBpp0083860,7227.FBpp0083962,7227.FBpp0084666,7227.FBpp0084779,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085703,7227.FBpp0086603,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0110481,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0301731,7227.FBpp0302051,7227.FBpp0305141	CG4406,CG5941,RpL7A,LSm1,CG10306,CG2852,mRpL43,RpL19,RpL8,RpL28,RpL37a,Cyp1,POLD,vih,RpL10Ab,RpS17,RpL14,mRpL27,RpL27A,Got2,mRpL15,Madm,CG11999,Ubc6,Rpn11,CG11070,CG9468,CG9466,CG9463,RpS27A,Cdk1,Prosbeta4,RPA2,Mcm2,mRpS18A,Aats-trp,RpL34b,Rrp46,Art1,CG14715,Prosalpha2,RpS5b,Caf1,Dph5,Rpn9,mRpS24,Gfat2,ligatin,RpL32,geminin,RpS18,PCNA,FK506-bp2,Rpn6,mRpS11,His4,CG40045,RpL30,RpS3A,lwr,Vps28,Rpn8
GO:0072521	purine-containing compound metabolic process	18	282	0.65	1.66e-05	7227.FBpp0071296,7227.FBpp0072168,7227.FBpp0073777,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0075629,7227.FBpp0076826,7227.FBpp0078625,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939,7227.FBpp0305216	Hex-A,cN-IIIB,ND-B18,Ahcy13,ND-20,AdenoK,Ppat-Dpck,DhpD,ND-B22,ND-23,ox,wal,mt:ATPase8,mt:ND5,ND-B17.2,ND-15,ND-B14.5B,Acsl
GO:0009161	ribonucleoside monophosphate metabolic process	14	170	0.76	2.12e-05	7227.FBpp0071296,7227.FBpp0072168,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0075629,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939	Hex-A,cN-IIIB,ND-B18,ND-20,AdenoK,ND-B22,ND-23,ox,wal,mt:ATPase8,mt:ND5,ND-B17.2,ND-15,ND-B14.5B
GO:0006457	protein folding	12	120	0.85	2.17e-05	7227.FBpp0070658,7227.FBpp0071844,7227.FBpp0073902,7227.FBpp0074017,7227.FBpp0079992,7227.FBpp0081401,7227.FBpp0081899,7227.FBpp0082818,7227.FBpp0083683,7227.FBpp0085195,7227.FBpp0085703,7227.FBpp0087764	Torsin,CG2852,Tcp-1zeta,Cyp1,CG5525,Tcp-1eta,CG14715,CG17556,T-cp1,CG1890,FK506-bp2,CG8258
GO:0017144	drug metabolic process	21	391	0.58	2.17e-05	7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0073777,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0075629,7227.FBpp0078795,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0082932,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087744,7227.FBpp0088926,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0110210,7227.FBpp0271901,7227.FBpp0291497,7227.FBpp0297500,7227.FBpp0302939	Sptr,Hex-A,ND-B18,Ahcy13,ND-20,AdenoK,obst-E,ND-B22,ND-23,Pxt,ox,wal,PPO2,Sam-S,mt:ATPase8,mt:ND5,Dhfr,ND-B17.2,PPO1,ND-15,ND-B14.5B
GO:0006725	cellular aromatic compound metabolic process	50	1687	0.32	2.37e-05	7227.FBpp0070877,7227.FBpp0071184,7227.FBpp0071296,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0072050,7227.FBpp0072168,7227.FBpp0072780,7227.FBpp0073777,7227.FBpp0073847,7227.FBpp0073949,7227.FBpp0075277,7227.FBpp0075629,7227.FBpp0075764,7227.FBpp0076555,7227.FBpp0076826,7227.FBpp0078490,7227.FBpp0078625,7227.FBpp0078893,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081460,7227.FBpp0081725,7227.FBpp0081851,7227.FBpp0082511,7227.FBpp0082645,7227.FBpp0084666,7227.FBpp0085480,7227.FBpp0085619,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087744,7227.FBpp0088015,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0100182,7227.FBpp0110210,7227.FBpp0271901,7227.FBpp0289513,7227.FBpp0291497,7227.FBpp0297500,7227.FBpp0302939,7227.FBpp0305216,7227.FBpp0305543	RpL7A,Sptr,Hex-A,CG9344,LSm1,Tal,cN-IIIB,yellow-g,ND-B18,Ahcy13,ND-20,POLD,AdenoK,RpL10Ab,lark,Ppat-Dpck,Ubc6,DhpD,CG9547,x16,me31B,Cdk1,dUTPase,ND-B22,RPA2,Mcm2,Aats-trp,Rrp46,Ugt35b,Caf1,ND-23,Gfat2,geminin,PCNA,ox,wal,PPO2,U2A,mRpS11,His4,mt:ATPase8,mt:ND5,Dhfr,ND-B17.2,Eb1,PPO1,ND-15,ND-B14.5B,Acsl,Spn27A
GO:0061077	chaperone-mediated protein folding	8	42	1.13	2.50e-05	7227.FBpp0070658,7227.FBpp0073902,7227.FBpp0079992,7227.FBpp0081401,7227.FBpp0081899,7227.FBpp0083683,7227.FBpp0085703,7227.FBpp0087764	Torsin,Tcp-1zeta,CG5525,Tcp-1eta,CG14715,T-cp1,FK506-bp2,CG8258
