#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0043226	organelle	102	4694	0.18	5.26e-06	7227.FBpp0070333,7227.FBpp0070355,7227.FBpp0070658,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0070963,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0071993,7227.FBpp0072004,7227.FBpp0072097,7227.FBpp0072306,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073652,7227.FBpp0073777,7227.FBpp0073844,7227.FBpp0073949,7227.FBpp0074034,7227.FBpp0074715,7227.FBpp0075209,7227.FBpp0075272,7227.FBpp0075277,7227.FBpp0075297,7227.FBpp0075690,7227.FBpp0075764,7227.FBpp0076156,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076407,7227.FBpp0076555,7227.FBpp0076918,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077221,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078893,7227.FBpp0078927,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0080146,7227.FBpp0080405,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081527,7227.FBpp0081725,7227.FBpp0081851,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0082521,7227.FBpp0082645,7227.FBpp0082818,7227.FBpp0083860,7227.FBpp0083891,7227.FBpp0083962,7227.FBpp0084585,7227.FBpp0084831,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085821,7227.FBpp0086468,7227.FBpp0086769,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087406,7227.FBpp0087605,7227.FBpp0088015,7227.FBpp0088529,7227.FBpp0088833,7227.FBpp0089196,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0271716,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0289083,7227.FBpp0289184,7227.FBpp0289334,7227.FBpp0289513,7227.FBpp0289639,7227.FBpp0290753,7227.FBpp0291653,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0300615,7227.FBpp0301731,7227.FBpp0302051,7227.FBpp0302939,7227.FBpp0305216,7227.FBpp0306023	CG4406,deltaCOP,Torsin,CG5941,RpL7A,CG4586,CG9344,LSm1,mRpL43,l(2)not,tsr,zip,RpL19,RpL8,RpL28,Yp3,ND-B18,RpL37a,ND-20,Nipsnap,asf1,SsRbeta,Arl1,POLD,fwe,vih,RpL10Ab,path,RpS17,RpL14,CG7927,lark,pen,mRpL27,RpL27A,Dot,Got2,mRpL15,Madm,CG11999,Ubc6,CG9547,CG11070,x16,me31B,RpS27A,Cdk1,dUTPase,ND-B22,Arpc1,cni,RPA2,Mcm2,mRpS18A,RpL34b,Rrp46,Ugt35b,RpS5b,Caf1,Set,ND-23,CG17556,Rpn9,Rab7,mRpS24,CG5590,Bub3,RpL32,geminin,RpS18,PCNA,CG15093,Vha36-1,CG6543,ox,wal,CG12896,CG1814,U2A,Zasp66,mRpS11,chic,His4,mt:ATPase8,Fis1,ND-B17.2,CG7394,CG5189,Arf79F,CG32441,Eb1,Mapmodulin,Rtnl1,RpL30,ND-15,CG2118,RpS3A,lwr,Vps28,ND-B14.5B,Acsl,SrpRbeta
GO:0043229	intracellular organelle	101	4624	0.19	5.26e-06	7227.FBpp0070333,7227.FBpp0070355,7227.FBpp0070658,7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0070963,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0071993,7227.FBpp0072004,7227.FBpp0072097,7227.FBpp0072306,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073652,7227.FBpp0073777,7227.FBpp0073844,7227.FBpp0073949,7227.FBpp0074034,7227.FBpp0074715,7227.FBpp0075209,7227.FBpp0075272,7227.FBpp0075277,7227.FBpp0075297,7227.FBpp0075690,7227.FBpp0075764,7227.FBpp0076156,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076407,7227.FBpp0076555,7227.FBpp0076918,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077221,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078893,7227.FBpp0078927,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0080146,7227.FBpp0080405,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081527,7227.FBpp0081725,7227.FBpp0081851,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0082521,7227.FBpp0082645,7227.FBpp0082818,7227.FBpp0083860,7227.FBpp0083891,7227.FBpp0083962,7227.FBpp0084585,7227.FBpp0084831,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085821,7227.FBpp0086468,7227.FBpp0086769,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087605,7227.FBpp0088015,7227.FBpp0088529,7227.FBpp0088833,7227.FBpp0089196,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0271716,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0289083,7227.FBpp0289184,7227.FBpp0289334,7227.FBpp0289513,7227.FBpp0289639,7227.FBpp0290753,7227.FBpp0291653,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0300615,7227.FBpp0301731,7227.FBpp0302051,7227.FBpp0302939,7227.FBpp0305216,7227.FBpp0306023	CG4406,deltaCOP,Torsin,CG5941,RpL7A,CG4586,CG9344,LSm1,mRpL43,l(2)not,tsr,zip,RpL19,RpL8,RpL28,Yp3,ND-B18,RpL37a,ND-20,Nipsnap,asf1,SsRbeta,Arl1,POLD,fwe,vih,RpL10Ab,path,RpS17,RpL14,CG7927,lark,pen,mRpL27,RpL27A,Dot,Got2,mRpL15,Madm,CG11999,Ubc6,CG9547,CG11070,x16,me31B,RpS27A,Cdk1,dUTPase,ND-B22,Arpc1,cni,RPA2,Mcm2,mRpS18A,RpL34b,Rrp46,Ugt35b,RpS5b,Caf1,Set,ND-23,CG17556,Rpn9,Rab7,mRpS24,CG5590,Bub3,RpL32,geminin,RpS18,PCNA,CG15093,Vha36-1,CG6543,ox,wal,CG1814,U2A,Zasp66,mRpS11,chic,His4,mt:ATPase8,Fis1,ND-B17.2,CG7394,CG5189,Arf79F,CG32441,Eb1,Mapmodulin,Rtnl1,RpL30,ND-15,CG2118,RpS3A,lwr,Vps28,ND-B14.5B,Acsl,SrpRbeta
GO:0098798	mitochondrial protein complex	17	256	0.67	6.22e-06	7227.FBpp0071993,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0077141,7227.FBpp0077885,7227.FBpp0080051,7227.FBpp0081380,7227.FBpp0082645,7227.FBpp0083962,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0088833,7227.FBpp0100178,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0297500,7227.FBpp0302939	mRpL43,ND-B18,ND-20,mRpL27,mRpL15,ND-B22,mRpS18A,ND-23,mRpS24,ox,wal,mRpS11,mt:ATPase8,ND-B17.2,CG7394,ND-15,ND-B14.5B
GO:0005832	chaperonin-containing T-complex	5	8	1.64	1.18e-05	7227.FBpp0073902,7227.FBpp0079992,7227.FBpp0081401,7227.FBpp0083683,7227.FBpp0087764	Tcp-1zeta,CG5525,Tcp-1eta,T-cp1,CG8258
GO:0043232	intracellular non-membrane-bounded organelle	44	1455	0.33	2.42e-05	7227.FBpp0070832,7227.FBpp0070877,7227.FBpp0071449,7227.FBpp0071553,7227.FBpp0071993,7227.FBpp0072097,7227.FBpp0072306,7227.FBpp0072312,7227.FBpp0072801,7227.FBpp0072957,7227.FBpp0073652,7227.FBpp0073844,7227.FBpp0074715,7227.FBpp0075277,7227.FBpp0075764,7227.FBpp0076207,7227.FBpp0076359,7227.FBpp0076918,7227.FBpp0077141,7227.FBpp0077142,7227.FBpp0077885,7227.FBpp0078490,7227.FBpp0079565,7227.FBpp0079606,7227.FBpp0079641,7227.FBpp0080146,7227.FBpp0081380,7227.FBpp0081527,7227.FBpp0081725,7227.FBpp0082465,7227.FBpp0082511,7227.FBpp0083962,7227.FBpp0084831,7227.FBpp0084959,7227.FBpp0085585,7227.FBpp0088529,7227.FBpp0088833,7227.FBpp0089196,7227.FBpp0091154,7227.FBpp0289513,7227.FBpp0289639,7227.FBpp0291653,7227.FBpp0300615,7227.FBpp0301731	CG5941,RpL7A,CG9344,LSm1,mRpL43,tsr,zip,RpL19,RpL8,RpL28,Yp3,RpL37a,asf1,POLD,RpL10Ab,RpS17,RpL14,pen,mRpL27,RpL27A,mRpL15,Ubc6,me31B,RpS27A,Cdk1,Arpc1,mRpS18A,RpL34b,Rrp46,RpS5b,Caf1,mRpS24,Bub3,RpL32,RpS18,Zasp66,mRpS11,chic,His4,Eb1,Mapmodulin,RpL30,RpS3A,lwr
GO:0015935	small ribosomal subunit	9	73	0.94	3.26e-05	7227.FBpp0070832,7227.FBpp0076207,7227.FBpp0079606,7227.FBpp0081380,7227.FBpp0082465,7227.FBpp0083962,7227.FBpp0085585,7227.FBpp0088833,7227.FBpp0300615	CG5941,RpS17,RpS27A,mRpS18A,RpS5b,mRpS24,RpS18,mRpS11,RpS3A
GO:0022627	cytosolic small ribosomal subunit	7	43	1.06	8.41e-05	7227.FBpp0070832,7227.FBpp0076207,7227.FBpp0079606,7227.FBpp0081380,7227.FBpp0082465,7227.FBpp0085585,7227.FBpp0300615	CG5941,RpS17,RpS27A,mRpS18A,RpS5b,RpS18,RpS3A
GO:0005759	mitochondrial matrix	12	167	0.7	0.00012	7227.FBpp0071993,7227.FBpp0077141,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078893,7227.FBpp0081380,7227.FBpp0083962,7227.FBpp0086769,7227.FBpp0087186,7227.FBpp0088833,7227.FBpp0288463,7227.FBpp0300203	mRpL43,mRpL27,Got2,mRpL15,CG9547,mRpS18A,mRpS24,CG6543,wal,mRpS11,CG7394,CG2118
GO:0005747	mitochondrial respiratory chain complex I	7	50	0.99	0.00019	7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939	ND-B18,ND-20,ND-B22,ND-23,ND-B17.2,ND-15,ND-B14.5B
GO:1990204	oxidoreductase complex	9	96	0.82	0.00019	7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939	ND-B18,ND-20,ND-B22,ND-23,ox,wal,ND-B17.2,ND-15,ND-B14.5B
GO:0005746	mitochondrial respirasome	8	85	0.82	0.00054	7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939	ND-B18,ND-20,ND-B22,ND-23,ox,ND-B17.2,ND-15,ND-B14.5B
GO:0098803	respiratory chain complex	8	85	0.82	0.00054	7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939	ND-B18,ND-20,ND-B22,ND-23,ox,ND-B17.2,ND-15,ND-B14.5B
GO:0098800	inner mitochondrial membrane protein complex	10	142	0.7	0.00056	7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0086974,7227.FBpp0100178,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0297500,7227.FBpp0302939	ND-B18,ND-20,ND-B22,ND-23,ox,mt:ATPase8,ND-B17.2,CG7394,ND-15,ND-B14.5B
GO:0008541	proteasome regulatory particle, lid subcomplex	4	12	1.37	0.00058	7227.FBpp0078664,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,Rpn9,Rpn6,Rpn8
GO:0031090	organelle membrane	24	707	0.38	0.00086	7227.FBpp0070333,7227.FBpp0070355,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0075297,7227.FBpp0076156,7227.FBpp0078450,7227.FBpp0080051,7227.FBpp0080405,7227.FBpp0082645,7227.FBpp0082818,7227.FBpp0083891,7227.FBpp0086468,7227.FBpp0086974,7227.FBpp0100178,7227.FBpp0271716,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0289083,7227.FBpp0289334,7227.FBpp0297500,7227.FBpp0302051,7227.FBpp0302939,7227.FBpp0306023	CG4406,deltaCOP,ND-B18,ND-20,fwe,path,CG11999,ND-B22,cni,ND-23,CG17556,Rab7,Vha36-1,ox,mt:ATPase8,Fis1,ND-B17.2,CG7394,CG5189,CG32441,ND-15,Vps28,ND-B14.5B,SrpRbeta
GO:0098796	membrane protein complex	18	487	0.42	0.0025	7227.FBpp0070333,7227.FBpp0070355,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0080051,7227.FBpp0082645,7227.FBpp0082818,7227.FBpp0086468,7227.FBpp0086974,7227.FBpp0100178,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0289083,7227.FBpp0289334,7227.FBpp0297500,7227.FBpp0302051,7227.FBpp0302939,7227.FBpp0306023	CG4406,deltaCOP,ND-B18,ND-20,ND-B22,ND-23,CG17556,Vha36-1,ox,mt:ATPase8,ND-B17.2,CG7394,CG5189,CG32441,ND-15,Vps28,ND-B14.5B,SrpRbeta
GO:0000502	proteasome complex	6	60	0.85	0.0027	7227.FBpp0078664,7227.FBpp0080490,7227.FBpp0082062,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0305141	Rpn11,Prosbeta4,Prosalpha2,Rpn9,Rpn6,Rpn8
GO:0005739	mitochondrion	23	721	0.35	0.0027	7227.FBpp0071993,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0074034,7227.FBpp0077141,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078893,7227.FBpp0080051,7227.FBpp0081380,7227.FBpp0082645,7227.FBpp0083962,7227.FBpp0085821,7227.FBpp0086769,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0088833,7227.FBpp0100178,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0302939	mRpL43,ND-B18,ND-20,Nipsnap,mRpL27,Got2,mRpL15,CG9547,ND-B22,mRpS18A,ND-23,mRpS24,CG15093,CG6543,ox,wal,mRpS11,mt:ATPase8,ND-B17.2,CG7394,ND-15,CG2118,ND-B14.5B
GO:0043227	membrane-bounded organelle	80	4110	0.14	0.0061	7227.FBpp0070333,7227.FBpp0070355,7227.FBpp0070658,7227.FBpp0070963,7227.FBpp0071449,7227.FBpp0071993,7227.FBpp0072004,7227.FBpp0072801,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0074034,7227.FBpp0074715,7227.FBpp0075209,7227.FBpp0075272,7227.FBpp0075277,7227.FBpp0075297,7227.FBpp0075690,7227.FBpp0076156,7227.FBpp0076407,7227.FBpp0076555,7227.FBpp0076918,7227.FBpp0077141,7227.FBpp0077221,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078893,7227.FBpp0078927,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0080405,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081725,7227.FBpp0081851,7227.FBpp0082511,7227.FBpp0082521,7227.FBpp0082645,7227.FBpp0082818,7227.FBpp0083860,7227.FBpp0083891,7227.FBpp0083962,7227.FBpp0084585,7227.FBpp0084831,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085821,7227.FBpp0086468,7227.FBpp0086769,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087406,7227.FBpp0087605,7227.FBpp0088015,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0271716,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0289083,7227.FBpp0289184,7227.FBpp0289334,7227.FBpp0289639,7227.FBpp0290753,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0301731,7227.FBpp0302051,7227.FBpp0302939,7227.FBpp0305216,7227.FBpp0306023	CG4406,deltaCOP,Torsin,CG4586,CG9344,mRpL43,l(2)not,RpL8,ND-B18,ND-20,Nipsnap,asf1,SsRbeta,Arl1,POLD,fwe,vih,path,CG7927,lark,pen,mRpL27,Dot,Got2,mRpL15,Madm,CG11999,Ubc6,CG9547,CG11070,x16,me31B,Cdk1,dUTPase,ND-B22,cni,RPA2,Mcm2,mRpS18A,Rrp46,Ugt35b,Caf1,Set,ND-23,CG17556,Rpn9,Rab7,mRpS24,CG5590,Bub3,RpL32,geminin,RpS18,PCNA,CG15093,Vha36-1,CG6543,ox,wal,CG12896,CG1814,U2A,mRpS11,His4,mt:ATPase8,Fis1,ND-B17.2,CG7394,CG5189,Arf79F,CG32441,Mapmodulin,Rtnl1,ND-15,CG2118,lwr,Vps28,ND-B14.5B,Acsl,SrpRbeta
GO:0005761	mitochondrial ribosome	6	81	0.72	0.0104	7227.FBpp0071993,7227.FBpp0077141,7227.FBpp0077885,7227.FBpp0081380,7227.FBpp0083962,7227.FBpp0088833	mRpL43,mRpL27,mRpL15,mRpS18A,mRpS24,mRpS11
GO:0043231	intracellular membrane-bounded organelle	75	3881	0.13	0.0110	7227.FBpp0070333,7227.FBpp0070355,7227.FBpp0070658,7227.FBpp0070963,7227.FBpp0071449,7227.FBpp0071993,7227.FBpp0072004,7227.FBpp0072801,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0074034,7227.FBpp0074715,7227.FBpp0075209,7227.FBpp0075272,7227.FBpp0075277,7227.FBpp0075690,7227.FBpp0076156,7227.FBpp0076407,7227.FBpp0076555,7227.FBpp0076918,7227.FBpp0077141,7227.FBpp0077221,7227.FBpp0077537,7227.FBpp0077885,7227.FBpp0078371,7227.FBpp0078450,7227.FBpp0078490,7227.FBpp0078893,7227.FBpp0078927,7227.FBpp0078996,7227.FBpp0079565,7227.FBpp0079641,7227.FBpp0079746,7227.FBpp0080051,7227.FBpp0080405,7227.FBpp0080967,7227.FBpp0081317,7227.FBpp0081380,7227.FBpp0081725,7227.FBpp0081851,7227.FBpp0082511,7227.FBpp0082521,7227.FBpp0082645,7227.FBpp0082818,7227.FBpp0083860,7227.FBpp0083962,7227.FBpp0084585,7227.FBpp0084831,7227.FBpp0084959,7227.FBpp0085480,7227.FBpp0085585,7227.FBpp0085619,7227.FBpp0085821,7227.FBpp0086468,7227.FBpp0086769,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0087605,7227.FBpp0088015,7227.FBpp0088833,7227.FBpp0091154,7227.FBpp0100178,7227.FBpp0271716,7227.FBpp0271901,7227.FBpp0288463,7227.FBpp0289184,7227.FBpp0289334,7227.FBpp0289639,7227.FBpp0290753,7227.FBpp0297500,7227.FBpp0300203,7227.FBpp0301731,7227.FBpp0302939,7227.FBpp0305216,7227.FBpp0306023	CG4406,deltaCOP,Torsin,CG4586,CG9344,mRpL43,l(2)not,RpL8,ND-B18,ND-20,Nipsnap,asf1,SsRbeta,Arl1,POLD,vih,path,CG7927,lark,pen,mRpL27,Dot,Got2,mRpL15,Madm,CG11999,Ubc6,CG9547,CG11070,x16,me31B,Cdk1,dUTPase,ND-B22,cni,RPA2,Mcm2,mRpS18A,Rrp46,Ugt35b,Caf1,Set,ND-23,CG17556,Rpn9,mRpS24,CG5590,Bub3,RpL32,geminin,RpS18,PCNA,CG15093,Vha36-1,CG6543,ox,wal,CG1814,U2A,mRpS11,His4,mt:ATPase8,Fis1,ND-B17.2,CG7394,Arf79F,CG32441,Mapmodulin,Rtnl1,ND-15,CG2118,lwr,ND-B14.5B,Acsl,SrpRbeta
GO:0035059	RCAF complex	2	4	1.55	0.0189	7227.FBpp0074715,7227.FBpp0091154	asf1,His4
GO:1902494	catalytic complex	22	858	0.26	0.0382	7227.FBpp0070333,7227.FBpp0073777,7227.FBpp0073949,7227.FBpp0075277,7227.FBpp0075690,7227.FBpp0078490,7227.FBpp0078664,7227.FBpp0078927,7227.FBpp0080051,7227.FBpp0080490,7227.FBpp0081725,7227.FBpp0082062,7227.FBpp0082511,7227.FBpp0082645,7227.FBpp0083860,7227.FBpp0086603,7227.FBpp0086974,7227.FBpp0087186,7227.FBpp0271901,7227.FBpp0297500,7227.FBpp0302939,7227.FBpp0305141	CG4406,ND-B18,ND-20,POLD,vih,Ubc6,Rpn11,CG11070,ND-B22,Prosbeta4,Rrp46,Prosalpha2,Caf1,ND-23,Rpn9,Rpn6,ox,wal,ND-B17.2,ND-15,ND-B14.5B,Rpn8
